MS Mass (solMass),Period (days),Inclination (degs),Native Amplitude (mag),Only-Horizon Amplitude (mag),Amplitude Difference (mag),Eclipsing?
0.386,0.20691380811147897,80.0,4.343964651672291,1.0969269175598368,3.247037734112454,1
0.386,0.20691380811147897,85.0,6.1580241354691445,1.1052704965298434,5.052753638939301,1
0.386,0.20691380811147897,90.0,6.152286495813839,1.107983110974703,5.044303384839136,1
0.386,0.26366508987303583,0.0,-0.0,-0.0,0.0,0
0.386,0.26366508987303583,5.0,0.10575433088770486,0.10575433088770486,0.0,0
0.386,0.26366508987303583,10.0,0.21014371208266658,0.21014371208266658,0.0,0
0.386,0.26366508987303583,15.0,0.31214723711464615,0.31214723711464615,0.0,0
0.386,0.26366508987303583,20.0,0.41044665808594294,0.41044665808594294,0.0,0
0.386,0.26366508987303583,25.0,0.5038122290766435,0.5038122290766435,0.0,0
0.386,0.26366508987303583,30.0,0.5914239366891922,0.5914239366891922,0.0,0
0.386,0.26366508987303583,35.0,0.6719638142613216,0.6719638142613216,0.0,0
0.386,0.26366508987303583,40.0,0.7456546523675809,0.7456546523675809,0.0,0
0.386,0.26366508987303583,45.0,0.8105871107448531,0.8105871107448531,0.0,0
0.386,0.26366508987303583,50.0,0.8677455114405331,0.8677455114405331,0.0,0
0.386,0.26366508987303583,55.0,0.9163209921926835,0.9163209921926835,0.0,0
0.386,0.26366508987303583,60.0,0.9566452167646798,0.9566452167646798,0.0,0
0.386,0.26366508987303583,65.0,0.9888945173085019,0.9888945173085019,0.0,0
0.386,0.26366508987303583,70.0,1.0144047159535916,1.0144047159535916,0.0,0
0.386,0.26366508987303583,75.0,1.2894884370555204,1.0331067289304432,0.2563817081250772,1
0.386,0.26366508987303583,80.0,2.8227169148946514,1.0460870250313006,1.7766298898633508,1
0.386,0.26366508987303583,85.0,6.098904029881501,1.0537838154727324,5.045120214408769,1
0.386,0.26366508987303583,90.0,6.090978279777255,1.0566439587978513,5.034334320979404,1
0.386,0.33598182862837817,0.0,-0.0,-0.0,0.0,0
0.386,0.33598182862837817,5.0,0.09873652612340769,0.09873652612340769,0.0,0
0.386,0.33598182862837817,10.0,0.1967547050482723,0.1967547050482723,0.0,0
0.386,0.33598182862837817,15.0,0.2919767434392686,0.2919767434392686,0.0,0
0.386,0.33598182862837817,20.0,0.3841671562506823,0.3841671562506823,0.0,0
0.386,0.33598182862837817,25.0,0.47179861947659074,0.47179861947659074,0.0,0
0.386,0.33598182862837817,30.0,0.5538870327282275,0.5538870327282275,0.0,0
0.386,0.33598182862837817,35.0,0.6297112461147121,0.6297112461147121,0.0,0
0.386,0.33598182862837817,40.0,0.6990101509412884,0.6990101509412884,0.0,0
0.386,0.33598182862837817,45.0,0.7606003825553219,0.7606003825553219,0.0,0
0.386,0.33598182862837817,50.0,0.8147525594594569,0.8147525594594569,0.0,0
0.386,0.33598182862837817,55.0,0.8610584726881693,0.8610584726881693,0.0,0
0.386,0.33598182862837817,60.0,0.8995712319036222,0.8995712319036222,0.0,0
0.386,0.33598182862837817,65.0,0.9306663290042729,0.9306663290042729,0.0,0
0.386,0.33598182862837817,70.0,0.9552035751369791,0.9552035751369791,0.0,0
0.386,0.33598182862837817,75.0,0.9881837171037864,0.9731936093584047,0.014990107745381676,1
0.386,0.33598182862837817,80.0,1.9682246697337074,0.9856455940289794,0.9825790757047279,1
0.386,0.33598182862837817,85.0,6.037911935436023,0.9929909065568301,5.044921028879193,1
0.386,0.33598182862837817,90.0,6.0270917136338795,0.9957422805267602,5.03134943310712,1
0.386,0.42813323987193935,0.0,-0.0,-0.0,0.0,0
0.386,0.42813323987193935,5.0,0.09202460056830286,0.09202460056830286,0.0,0
0.386,0.42813323987193935,10.0,0.1827288434186738,0.1827288434186738,0.0,0
0.386,0.42813323987193935,15.0,0.2711852858780611,0.2711852858780611,0.0,0
0.386,0.42813323987193935,20.0,0.356595945428394,0.356595945428394,0.0,0
0.386,0.42813323987193935,25.0,0.43808435025493636,0.43808435025493636,0.0,0
0.386,0.42813323987193935,30.0,0.514317497454776,0.514317497454776,0.0,0
0.386,0.42813323987193935,35.0,0.5852928433002379,0.5852928433002379,0.0,0
0.386,0.42813323987193935,40.0,0.6500140760958893,0.6500140760958893,0.0,0
0.386,0.42813323987193935,45.0,0.7076892529210801,0.7076892529210801,0.0,0
0.386,0.42813323987193935,50.0,0.7584391098008015,0.7584391098008015,0.0,0
0.386,0.42813323987193935,55.0,0.8022967444065833,0.8022967444065833,0.0,0
0.386,0.42813323987193935,60.0,0.8388006190358971,0.8388006190358971,0.0,0
0.386,0.42813323987193935,65.0,0.8684061686881326,0.8684061686881326,0.0,0
0.386,0.42813323987193935,70.0,0.8919036790047518,0.8919036790047518,0.0,0
0.386,0.42813323987193935,75.0,0.9090420966764667,0.9090420966764667,0.0,0
0.386,0.42813323987193935,80.0,1.3850271853333478,0.920883044313282,0.46414414102006574,1
0.386,0.42813323987193935,85.0,5.978077805269001,0.9278424807041519,5.050235324564849,1
0.386,0.42813323987193935,90.0,5.962631479939294,0.9304441630862887,5.032187316853005,1
0.386,0.5455594781168519,0.0,-0.0,-0.0,0.0,0
0.386,0.5455594781168519,5.0,0.08483579101213808,0.08483579101213808,0.0,0
0.386,0.5455594781168519,10.0,0.16845163070322589,0.16845163070322589,0.0,0
0.386,0.5455594781168519,15.0,0.25023667291090873,0.25023667291090873,0.0,0
0.386,0.5455594781168519,20.0,0.3289532409294984,0.3289532409294984,0.0,0
0.386,0.5455594781168519,25.0,0.4041064119441831,0.4041064119441831,0.0,0
0.386,0.5455594781168519,30.0,0.47460585462619553,0.47460585462619553,0.0,0
0.386,0.5455594781168519,35.0,0.5404885798695955,0.5404885798695955,0.0,0
0.386,0.5455594781168519,40.0,0.6004949807735975,0.6004949807735975,0.0,0
0.386,0.5455594781168519,45.0,0.6542410862941066,0.6542410862941066,0.0,0
0.386,0.5455594781168519,50.0,0.7016694684400672,0.7016694684400672,0.0,0
0.386,0.5455594781168519,55.0,0.742697433405044,0.742697433405044,0.0,0
0.386,0.5455594781168519,60.0,0.7770781694198258,0.7770781694198258,0.0,0
0.386,0.5455594781168519,65.0,0.8050042584058561,0.8050042584058561,0.0,0
0.386,0.5455594781168519,70.0,0.8271315286990011,0.8271315286990011,0.0,0
0.386,0.5455594781168519,75.0,0.8434947663578228,0.8434947663578228,0.0,0
0.386,0.5455594781168519,80.0,0.9745609767427892,0.8547363336719436,0.11982464307084562,1
0.386,0.5455594781168519,85.0,5.911929208790082,0.8612597230749081,5.050669485715174,1
0.386,0.5455594781168519,90.0,5.89953723484321,0.8637317841678738,5.035805450675337,1
0.386,0.6951927961775606,0.0,-0.0,-0.0,0.0,0
0.386,0.6951927961775606,5.0,0.07762159909433625,0.07762159909433625,0.0,0
0.386,0.6951927961775606,10.0,0.15432907483402677,0.15432907483402677,0.0,0
0.386,0.6951927961775606,15.0,0.22929897590329912,0.22929897590329912,0.0,0
0.386,0.6951927961775606,20.0,0.3015866168148189,0.3015866168148189,0.0,0
0.386,0.6951927961775606,25.0,0.370675431022384,0.370675431022384,0.0,0
0.386,0.6951927961775606,30.0,0.4359233403986435,0.4359233403986435,0.0,0
0.386,0.6951927961775606,35.0,0.49632889469098435,0.49632889469098435,0.0,0
0.386,0.6951927961775606,40.0,0.551716986832518,0.551716986832518,0.0,0
0.386,0.6951927961775606,45.0,0.6013709167090028,0.6013709167090028,0.0,0
0.386,0.6951927961775606,50.0,0.6452844407678128,0.6452844407678128,0.0,0
0.386,0.6951927961775606,55.0,0.6834429025108492,0.6834429025108492,0.0,0
0.386,0.6951927961775606,60.0,0.7155089392285048,0.7155089392285048,0.0,0
0.386,0.6951927961775606,65.0,0.7416040774419058,0.7416040774419058,0.0,0
0.386,0.6951927961775606,70.0,0.762386240148455,0.762386240148455,0.0,0
0.386,0.6951927961775606,75.0,0.7777720638636099,0.7777720638636099,0.0,0
0.386,0.6951927961775606,80.0,0.7883399484346423,0.7883399484346423,0.0,0
0.386,0.6951927961775606,85.0,3.0957456098762286,0.7944496567395152,2.301295953136713,1
0.386,0.6951927961775606,90.0,5.83762401696384,0.7967648574997768,5.0408591594640635,1
0.386,0.8858667904100825,0.0,-0.0,-0.0,0.0,0
0.386,0.8858667904100825,5.0,0.07080006828403887,0.07080006828403887,0.0,0
0.386,0.8858667904100825,10.0,0.14070290691707146,0.14070290691707146,0.0,0
0.386,0.8858667904100825,15.0,0.20910453664945794,0.20910453664945794,0.0,0
0.386,0.8858667904100825,20.0,0.2750983551277379,0.2750983551277379,0.0,0
0.386,0.8858667904100825,25.0,0.3382153108835722,0.3382153108835722,0.0,0
0.386,0.8858667904100825,30.0,0.3977925136394014,0.3977925136394014,0.0,0
0.386,0.8858667904100825,35.0,0.453082428714675,0.453082428714675,0.0,0
0.386,0.8858667904100825,40.0,0.5040020144563538,0.5040020144563538,0.0,0
0.386,0.8858667904100825,45.0,0.5493504454418627,0.5493504454418627,0.0,0
0.386,0.8858667904100825,50.0,0.5899786799360104,0.5899786799360104,0.0,0
0.386,0.8858667904100825,55.0,0.6250387608961426,0.6250387608961426,0.0,0
0.386,0.8858667904100825,60.0,0.6547486666062674,0.6547486666062674,0.0,0
0.386,0.8858667904100825,65.0,0.6789150222812781,0.6789150222812781,0.0,0
0.386,0.8858667904100825,70.0,0.6983297019363113,0.6983297019363113,0.0,0
0.386,0.8858667904100825,75.0,0.7125972967447178,0.7125972967447178,0.0,0
0.386,0.8858667904100825,80.0,0.7225065146377292,0.7225065146377292,0.0,0
0.386,0.8858667904100825,85.0,1.9637612061186938,0.7282048776573262,1.2355563284613675,1
0.386,0.8858667904100825,90.0,5.777079356497053,0.7303855839875453,5.046693772509507,1
0.386,1.1288378916846888,0.0,-0.0,-0.0,0.0,0
0.386,1.1288378916846888,5.0,0.06416475467997113,0.06416475467997113,0.0,0
0.386,1.1288378916846888,10.0,0.12766547215873558,0.12766547215873558,0.0,0
0.386,1.1288378916846888,15.0,0.1896192526020652,0.1896192526020652,0.0,0
0.386,1.1288378916846888,20.0,0.24951738889323638,0.24951738889323638,0.0,0
0.386,1.1288378916846888,25.0,0.3068149314170682,0.3068149314170682,0.0,0
0.386,1.1288378916846888,30.0,0.36091665532583495,0.36091665532583495,0.0,0
0.386,1.1288378916846888,35.0,0.41116351473219903,0.41116351473219903,0.0,0
0.386,1.1288378916846888,40.0,0.45762672608144955,0.45762672608144955,0.0,0
0.386,1.1288378916846888,45.0,0.4990791397526029,0.4990791397526029,0.0,0
0.386,1.1288378916846888,50.0,0.536151994177406,0.536151994177406,0.0,0
0.386,1.1288378916846888,55.0,0.5683836896691707,0.5683836896691707,0.0,0
0.386,1.1288378916846888,60.0,0.5956125319312646,0.5956125319312646,0.0,0
0.386,1.1288378916846888,65.0,0.6178699666261925,0.6178699666261925,0.0,0
0.386,1.1288378916846888,70.0,0.6358967484574957,0.6358967484574957,0.0,0
0.386,1.1288378916846888,75.0,0.649119024321148,0.649119024321148,0.0,0
0.386,1.1288378916846888,80.0,0.658332595190889,0.658332595190889,0.0,0
0.386,1.1288378916846888,85.0,1.2762391063039984,0.663618564028418,0.6126205422755804,1
0.386,1.1288378916846888,90.0,5.718998457517397,0.6657005405849293,5.053297916932468,1
0.386,1.438449888287663,0.0,-0.0,-0.0,0.0,0
0.386,1.438449888287663,5.0,0.057824484635557935,0.057824484635557935,0.0,0
0.386,1.438449888287663,10.0,0.11505789122424918,0.11505789122424918,0.0,0
0.386,1.438449888287663,15.0,0.17090624149892658,0.17090624149892658,0.0,0
0.386,1.438449888287663,20.0,0.2249169248797402,0.2249169248797402,0.0,0
0.386,1.438449888287663,25.0,0.276600622199951,0.276600622199951,0.0,0
0.386,1.438449888287663,30.0,0.32548111315560874,0.32548111315560874,0.0,0
0.386,1.438449888287663,35.0,0.37090216025799627,0.37090216025799627,0.0,0
0.386,1.438449888287663,40.0,0.41298413011732454,0.41298413011732454,0.0,0
0.386,1.438449888287663,45.0,0.45056386733336673,0.45056386733336673,0.0,0
0.386,1.438449888287663,50.0,0.48423146118641763,0.48423146118641763,0.0,0
0.386,1.438449888287663,55.0,0.5136243550994326,0.5136243550994326,0.0,0
0.386,1.438449888287663,60.0,0.5384788938641628,0.5384788938641628,0.0,0
0.386,1.438449888287663,65.0,0.5588374583031255,0.5588374583031255,0.0,0
0.386,1.438449888287663,70.0,0.5754113302348706,0.5754113302348706,0.0,0
0.386,1.438449888287663,75.0,0.5876060166558196,0.5876060166558196,0.0,0
0.386,1.438449888287663,80.0,0.5961226823368111,0.5961226823368111,0.0,0
0.386,1.438449888287663,85.0,0.8063758910881966,0.6010080668676567,0.2053678242205399,1
0.386,1.438449888287663,90.0,5.6631437001802345,0.6029571978159858,5.060186502364249,1
0.386,1.8329807108324356,0.0,-0.0,-0.0,0.0,0
0.386,1.8329807108324356,5.0,0.05182385178856254,0.05182385178856254,0.0,0
0.386,1.8329807108324356,10.0,0.10287003361746086,0.10287003361746086,0.0,0
0.386,1.8329807108324356,15.0,0.15286802218363887,0.15286802218363887,0.0,0
0.386,1.8329807108324356,20.0,0.20137697848586641,0.20137697848586641,0.0,0
0.386,1.8329807108324356,25.0,0.2477387744495586,0.2477387744495586,0.0,0
0.386,1.8329807108324356,30.0,0.29162838787541784,0.29162838787541784,0.0,0
0.386,1.8329807108324356,35.0,0.33240314262600684,0.33240314262600684,0.0,0
0.386,1.8329807108324356,40.0,0.3702500552187077,0.3702500552187077,0.0,0
0.386,1.8329807108324356,45.0,0.40412087678278086,0.40412087678278086,0.0,0
0.386,1.8329807108324356,50.0,0.43442610833236467,0.43442610833236467,0.0,0
0.386,1.8329807108324356,55.0,0.4610369600082005,0.4610369600082005,0.0,0
0.386,1.8329807108324356,60.0,0.48362868906302625,0.48362868906302625,0.0,0
0.386,1.8329807108324356,65.0,0.50216758266504,0.50216758266504,0.0,0
0.386,1.8329807108324356,70.0,0.517326607657991,0.517326607657991,0.0,0
0.386,1.8329807108324356,75.0,0.5285373924733486,0.5285373924733486,0.0,0
0.386,1.8329807108324356,80.0,0.5363327171950563,0.5363327171950563,0.0,0
0.386,1.8329807108324356,85.0,0.5408162120121863,0.5408162120121863,0.0,0
0.386,1.8329807108324356,90.0,5.609816764969868,0.5425963735122208,5.0672203914576475,1
0.386,2.3357214690901213,0.0,-0.0,-0.0,0.0,0
0.386,2.3357214690901213,5.0,0.04599999537338888,0.04599999537338888,0.0,0
0.386,2.3357214690901213,10.0,0.09141532709928685,0.09141532709928685,0.0,0
0.386,2.3357214690901213,15.0,0.1358135061230577,0.1358135061230577,0.0,0
0.386,2.3357214690901213,20.0,0.17908166962772074,0.17908166962772074,0.0,0
0.386,2.3357214690901213,25.0,0.22021269293410692,0.22021269293410692,0.0,0
0.386,2.3357214690901213,30.0,0.2594318838024145,0.2594318838024145,0.0,0
0.386,2.3357214690901213,35.0,0.2958136890565844,0.2958136890565844,0.0,0
0.386,2.3357214690901213,40.0,0.3295873383270971,0.3295873383270971,0.0,0
0.386,2.3357214690901213,45.0,0.3598796675604862,0.3598796675604862,0.0,0
0.386,2.3357214690901213,50.0,0.38704233760155476,0.38704233760155476,0.0,0
0.386,2.3357214690901213,55.0,0.4109776100139711,0.4109776100139711,0.0,0
0.386,2.3357214690901213,60.0,0.4313197145600878,0.4313197145600878,0.0,0
0.386,2.3357214690901213,65.0,0.4480287553254725,0.4480287553254725,0.0,0
0.386,2.3357214690901213,70.0,0.46176697201866984,0.46176697201866984,0.0,0
0.386,2.3357214690901213,75.0,0.47195294556565454,0.47195294556565454,0.0,0
0.386,2.3357214690901213,80.0,0.47905531363639486,0.47905531363639486,0.0,0
0.386,2.3357214690901213,85.0,0.4831336061515531,0.4831336061515531,0.0,0
0.386,2.3357214690901213,90.0,5.559018732372402,0.4847710335208897,5.074247698851512,1
0.386,2.9763514416313175,0.0,-0.0,-0.0,0.0,0
0.386,2.9763514416313175,5.0,0.04060351922899888,0.04060351922899888,0.0,0
0.386,2.9763514416313175,10.0,0.0806749760799088,0.0806749760799088,0.0,0
0.386,2.9763514416313175,15.0,0.11985427118965845,0.11985427118965845,0.0,0
0.386,2.9763514416313175,20.0,0.15806679236924803,0.15806679236924803,0.0,0
0.386,2.9763514416313175,25.0,0.1944020538846344,0.1944020538846344,0.0,0
0.386,2.9763514416313175,30.0,0.22908503298966237,0.22908503298966237,0.0,0
0.386,2.9763514416313175,35.0,0.2612885843439675,0.2612885843439675,0.0,0
0.386,2.9763514416313175,40.0,0.29125605999609405,0.29125605999609405,0.0,0
0.386,2.9763514416313175,45.0,0.3181283154497034,0.3181283154497034,0.0,0
0.386,2.9763514416313175,50.0,0.3422741633985832,0.3422741633985832,0.0,0
0.386,2.9763514416313175,55.0,0.3636332253460328,0.3636332253460328,0.0,0
0.386,2.9763514416313175,60.0,0.3818019039652231,0.3818019039652231,0.0,0
0.386,2.9763514416313175,65.0,0.39674503122154703,0.39674503122154703,0.0,0
0.386,2.9763514416313175,70.0,0.4091009997208217,0.4091009997208217,0.0,0
0.386,2.9763514416313175,75.0,0.41828445428943406,0.41828445428943406,0.0,0
0.386,2.9763514416313175,80.0,0.42470407351596395,0.42470407351596395,0.0,0
0.386,2.9763514416313175,85.0,0.42838517487652966,0.42838517487652966,0.0,0
0.386,2.9763514416313175,90.0,5.5111490119610345,0.4298878921971324,5.081261119763902,1
0.386,3.79269019073225,0.0,-0.0,-0.0,0.0,0
0.386,3.79269019073225,5.0,0.0355948004420886,0.0355948004420886,0.0,0
0.386,3.79269019073225,10.0,0.07069655750263039,0.07069655750263039,0.0,0
0.386,3.79269019073225,15.0,0.1050375041928145,0.1050375041928145,0.0,0
0.386,3.79269019073225,20.0,0.13844126434007833,0.13844126434007833,0.0,0
0.386,3.79269019073225,25.0,0.17033182638516892,0.17033182638516892,0.0,0
0.386,3.79269019073225,30.0,0.20061120453841902,0.20061120453841902,0.0,0
0.386,3.79269019073225,35.0,0.22894121176525226,0.22894121176525226,0.0,0
0.386,3.79269019073225,40.0,0.2553272433470968,0.2553272433470968,0.0,0
0.386,3.79269019073225,45.0,0.27895541951453856,0.27895541951453856,0.0,0
0.386,3.79269019073225,50.0,0.3002518638770374,0.3002518638770374,0.0,0
0.386,3.79269019073225,55.0,0.3191506197370047,0.3191506197370047,0.0,0
0.386,3.79269019073225,60.0,0.3352518441090064,0.3352518441090064,0.0,0
0.386,3.79269019073225,65.0,0.3484866410852327,0.3484866410852327,0.0,0
0.386,3.79269019073225,70.0,0.35951492038174093,0.35951492038174093,0.0,0
0.386,3.79269019073225,75.0,0.3677258316836989,0.3677258316836989,0.0,0
0.386,3.79269019073225,80.0,0.3734786540587212,0.3734786540587212,0.0,0
0.386,3.79269019073225,85.0,0.3767686935446388,0.3767686935446388,0.0,0
0.386,3.79269019073225,90.0,5.466356713036652,0.37814661688719503,5.088210096149457,1
0.386,4.832930238571752,0.0,-0.0,-0.0,0.0,0
0.386,4.832930238571752,5.0,0.030888244065923578,0.030888244065923578,0.0,0
0.386,4.832930238571752,10.0,0.06133224739393238,0.06133224739393238,0.0,0
0.386,4.832930238571752,15.0,0.09111867432291412,0.09111867432291412,0.0,0
0.386,4.832930238571752,20.0,0.12011616137918552,0.12011616137918552,0.0,0
0.386,4.832930238571752,25.0,0.14780808800881887,0.14780808800881887,0.0,0
0.386,4.832930238571752,30.0,0.17413094270921803,0.17413094270921803,0.0,0
0.386,4.832930238571752,35.0,0.1987841757852746,0.1987841757852746,0.0,0
0.386,4.832930238571752,40.0,0.22181145751534445,0.22181145751534445,0.0,0
0.386,4.832930238571752,45.0,0.24240945711952203,0.24240945711952203,0.0,0
0.386,4.832930238571752,50.0,0.2610184490110701,0.2610184490110701,0.0,0
0.386,4.832930238571752,55.0,0.2776078971893547,0.2776078971893547,0.0,0
0.386,4.832930238571752,60.0,0.2917447660891904,0.2917447660891904,0.0,0
0.386,4.832930238571752,65.0,0.30337014037173016,0.30337014037173016,0.0,0
0.386,4.832930238571752,70.0,0.31312427347130883,0.31312427347130883,0.0,0
0.386,4.832930238571752,75.0,0.3203993626922723,0.3203993626922723,0.0,0
0.386,4.832930238571752,80.0,0.32550766661598385,0.32550766661598385,0.0,0
0.386,4.832930238571752,85.0,0.3284225615331364,0.3284225615331364,0.0,0
0.386,4.832930238571752,90.0,5.4246888251760765,0.3296798601328185,5.095008965043258,1
0.386,6.158482110660261,0.0,-0.0,-0.0,0.0,0
0.386,6.158482110660261,5.0,0.026548793377453347,0.026548793377453347,0.0,0
0.386,6.158482110660261,10.0,0.05269796519394513,0.05269796519394513,0.0,0
0.386,6.158482110660261,15.0,0.07828267137874975,0.07828267137874975,0.0,0
0.386,6.158482110660261,20.0,0.10321334034344135,0.10321334034344135,0.0,0
0.386,6.158482110660261,25.0,0.12702684301485725,0.12702684301485725,0.0,0
0.386,6.158482110660261,30.0,0.1496912399674224,0.1496912399674224,0.0,0
0.386,6.158482110660261,35.0,0.17093936843263088,0.17093936843263088,0.0,0
0.386,6.158482110660261,40.0,0.19085147101849773,0.19085147101849773,0.0,0
0.386,6.158482110660261,45.0,0.20863236100755472,0.20863236100755472,0.0,0
0.386,6.158482110660261,50.0,0.22473706634798415,0.22473706634798415,0.0,0
0.386,6.158482110660261,55.0,0.23916825103472045,0.23916825103472045,0.0,0
0.386,6.158482110660261,60.0,0.25146302691884415,0.25146302691884415,0.0,0
0.386,6.158482110660261,65.0,0.2615722721232163,0.2615722721232163,0.0,0
0.386,6.158482110660261,70.0,0.2701210366255343,0.2701210366255343,0.0,0
0.386,6.158482110660261,75.0,0.2765059260887743,0.2765059260887743,0.0,0
0.386,6.158482110660261,80.0,0.28099755880395644,0.28099755880395644,0.0,0
0.386,6.158482110660261,85.0,0.28355179617106313,0.28355179617106313,0.0,0
0.386,6.158482110660261,90.0,5.386299957406271,0.2846929895053925,5.101606967900878,1
0.386,7.847599703514611,0.0,-0.0,-0.0,0.0,0
0.386,7.847599703514611,5.0,0.02258656128246928,0.02258656128246928,0.0,0
0.386,7.847599703514611,10.0,0.044813298819752004,0.044813298819752004,0.0,0
0.386,7.847599703514611,15.0,0.06655940163466414,0.06655940163466414,0.0,0
0.386,7.847599703514611,20.0,0.08777230352414442,0.08777230352414442,0.0,0
0.386,7.847599703514611,25.0,0.10803713689059494,0.10803713689059494,0.0,0
0.386,7.847599703514611,30.0,0.12735042447884795,0.12735042447884795,0.0,0
0.386,7.847599703514611,35.0,0.145474875452537,0.145474875452537,0.0,0
0.386,7.847599703514611,40.0,0.1625239833830128,0.1625239833830128,0.0,0
0.386,7.847599703514611,45.0,0.1777103310613538,0.1777103310613538,0.0,0
0.386,7.847599703514611,50.0,0.19150230074725616,0.19150230074725616,0.0,0
0.386,7.847599703514611,55.0,0.20393465635000652,0.20393465635000652,0.0,0
0.386,7.847599703514611,60.0,0.21451760156496108,0.21451760156496108,0.0,0
0.386,7.847599703514611,65.0,0.2232117916690879,0.2232117916690879,0.0,0
0.386,7.847599703514611,70.0,0.2306309196173525,0.2306309196173525,0.0,0
0.386,7.847599703514611,75.0,0.23617700499448074,0.23617700499448074,0.0,0
0.386,7.847599703514611,80.0,0.24008462505758735,0.24008462505758735,0.0,0
0.386,7.847599703514611,85.0,0.2422953042573835,0.2422953042573835,0.0,0
0.386,7.847599703514611,90.0,5.351274083662463,0.24332532199848558,5.107948761663978,1
0.386,10.0,0.0,-0.0,-0.0,0.0,0
0.386,10.0,5.0,0.019007530591240482,0.019007530591240482,0.0,0
0.386,10.0,10.0,0.037690636487821,0.037690636487821,0.0,0
0.386,10.0,15.0,0.05596697555148227,0.05596697555148227,0.0,0
0.386,10.0,20.0,0.07381722079119188,0.07381722079119188,0.0,0
0.386,10.0,25.0,0.09086930526759017,0.09086930526759017,0.0,0
0.386,10.0,30.0,0.10714504694776529,0.10714504694776529,0.0,0
0.386,10.0,35.0,0.12243339680450646,0.12243339680450646,0.0,0
0.386,10.0,40.0,0.13687863970240155,0.13687863970240155,0.0,0
0.386,10.0,45.0,0.1496993099118899,0.1496993099118899,0.0,0
0.386,10.0,50.0,0.16137744066885273,0.16137744066885273,0.0,0
0.386,10.0,55.0,0.1719769042229593,0.1719769042229593,0.0,0
0.386,10.0,60.0,0.18098497007721429,0.18098497007721429,0.0,0
0.386,10.0,65.0,0.1883719838449059,0.1883719838449059,0.0,0
0.386,10.0,70.0,0.19474303091823641,0.19474303091823641,0.0,0
0.386,10.0,75.0,0.19950693155953603,0.19950693155953603,0.0,0
0.386,10.0,80.0,0.20286667383518583,0.20286667383518583,0.0,0
0.386,10.0,85.0,0.20475348567518745,0.20475348567518745,0.0,0
0.386,10.0,90.0,5.319638211962251,0.20567838886967268,5.1139598230925785,1
0.302,0.1,0.0,,,,
0.302,0.1,5.0,,,,
0.302,0.1,10.0,,,,
0.302,0.1,15.0,,,,
0.302,0.1,20.0,,,,
0.302,0.1,25.0,,,,
0.302,0.1,30.0,,,,
0.302,0.1,35.0,,,,
0.302,0.1,40.0,,,,
0.302,0.1,45.0,,,,
0.302,0.1,50.0,,,,
0.302,0.1,55.0,,,,
0.302,0.1,60.0,,,,
0.302,0.1,65.0,,,,
0.302,0.1,70.0,,,,
0.302,0.1,75.0,,,,
0.302,0.1,80.0,,,,
0.302,0.1,85.0,,,,
0.302,0.1,90.0,,,,
0.302,0.12742749857031338,0.0,-0.0,-0.0,0.0,0
0.302,0.12742749857031338,5.0,0.09118788993004363,0.09118788993004363,0.0,0
0.302,0.12742749857031338,10.0,0.1815618335074049,0.1815618335074049,0.0,0
0.302,0.12742749857031338,15.0,0.2697503533745879,0.2697503533745879,0.0,0
0.302,0.12742749857031338,20.0,0.3551238236447038,0.3551238236447038,0.0,0
0.302,0.12742749857031338,25.0,0.43583866451287245,0.43583866451287245,0.0,0
0.302,0.12742749857031338,30.0,0.5118233963216994,0.5118233963216994,0.0,0
0.302,0.12742749857031338,35.0,0.581729878197163,0.581729878197163,0.0,0
0.302,0.12742749857031338,40.0,0.6447373797685145,0.6447373797685145,0.0,0
0.302,0.12742749857031338,45.0,0.7007857210945435,0.7007857210945435,0.0,0
0.302,0.12742749857031338,50.0,0.7493656474792472,0.7493656474792472,0.0,0
0.302,0.12742749857031338,55.0,0.7905413201936695,0.7905413201936695,0.0,0
0.302,0.12742749857031338,60.0,0.8249577495322191,0.8249577495322191,0.0,0
0.302,0.12742749857031338,65.0,0.8666117823919883,0.8526463213113616,0.013965461080626684,1
0.302,0.12742749857031338,70.0,1.132720281476757,0.874359673534308,0.25836060794244897,1
0.302,0.12742749857031338,75.0,1.7244018338099099,0.8908558928407257,0.8335459409691841,1
0.302,0.12742749857031338,80.0,3.553836049947114,0.9022370432954878,2.651599006651626,1
0.302,0.12742749857031338,85.0,6.600195658009187,0.9092326017049468,5.69096305630424,1
0.302,0.12742749857031338,90.0,6.589548729655831,0.911730520626104,5.677818209029726,1
0.302,0.16237767391887217,0.0,-0.0,-0.0,0.0,0
0.302,0.16237767391887217,5.0,0.08850383115375741,0.08850383115375741,0.0,0
0.302,0.16237767391887217,10.0,0.17587271533381896,0.17587271533381896,0.0,0
0.302,0.16237767391887217,15.0,0.2612050508155434,0.2612050508155434,0.0,0
0.302,0.16237767391887217,20.0,0.3435977416008454,0.3435977416008454,0.0,0
0.302,0.16237767391887217,25.0,0.42165091723515036,0.42165091723515036,0.0,0
0.302,0.16237767391887217,30.0,0.4950162087666711,0.4950162087666711,0.0,0
0.302,0.16237767391887217,35.0,0.5630351140517518,0.5630351140517518,0.0,0
0.302,0.16237767391887217,40.0,0.6246102900484295,0.6246102900484295,0.0,0
0.302,0.16237767391887217,45.0,0.6795085299759331,0.6795085299759331,0.0,0
0.302,0.16237767391887217,50.0,0.7274171787758046,0.7274171787758046,0.0,0
