MS Mass (solMass),Period (days),Inclination (degs),Native Amplitude (mag),Only-Horizon Amplitude (mag),Amplitude Difference (mag),Eclipsing?
0.475,0.8858667904100825,40.0,0.6541482608706538,0.6541482608706538,0.0,0
0.475,0.8858667904100825,45.0,0.7125313186546465,0.7125313186546465,0.0,0
0.475,0.8858667904100825,50.0,0.7638736715527723,0.7638736715527723,0.0,0
0.475,0.8858667904100825,55.0,0.8082807699278393,0.8082807699278393,0.0,0
0.475,0.8858667904100825,60.0,0.8453540570739786,0.8453540570739786,0.0,0
0.475,0.8858667904100825,65.0,0.8754588683958016,0.8754588683958016,0.0,0
0.475,0.8858667904100825,70.0,0.8991943232873177,0.8991943232873177,0.0,0
0.475,0.8858667904100825,75.0,0.9166829281918308,0.9166829281918308,0.0,0
0.475,0.8858667904100825,80.0,0.9286663267525859,0.9286663267525859,0.0,0
0.475,0.8858667904100825,85.0,4.238622457319706,0.9355341853813328,3.303088271938373,1
0.475,0.8858667904100825,90.0,5.276009127890731,0.9380625555848063,4.337946572305925,1
0.475,1.1288378916846888,0.0,-0.0,-0.0,0.0,0
0.475,1.1288378916846888,5.0,0.08418644509250674,0.08418644509250674,0.0,0
0.475,1.1288378916846888,10.0,0.16737341076710874,0.16737341076710874,0.0,0
0.475,1.1288378916846888,15.0,0.24861900485082147,0.24861900485082147,0.0,0
0.475,1.1288378916846888,20.0,0.32705757752992776,0.32705757752992776,0.0,0
0.475,1.1288378916846888,25.0,0.4019653990835653,0.4019653990835653,0.0,0
0.475,1.1288378916846888,30.0,0.4725540630221269,0.4725540630221269,0.0,0
0.475,1.1288378916846888,35.0,0.537843609376207,0.537843609376207,0.0,0
0.475,1.1288378916846888,40.0,0.5977418326985098,0.5977418326985098,0.0,0
0.475,1.1288378916846888,45.0,0.6513844571324297,0.6513844571324297,0.0,0
0.475,1.1288378916846888,50.0,0.6987004928154446,0.6987004928154446,0.0,0
0.475,1.1288378916846888,55.0,0.7397190052374938,0.7397190052374938,0.0,0
0.475,1.1288378916846888,60.0,0.774147677264274,0.774147677264274,0.0,0
0.475,1.1288378916846888,65.0,0.8021103732087026,0.8021103732087026,0.0,0
0.475,1.1288378916846888,70.0,0.8243574435954671,0.8243574435954671,0.0,0
0.475,1.1288378916846888,75.0,0.8407049097696413,0.8407049097696413,0.0,0
0.475,1.1288378916846888,80.0,0.8519746763336802,0.8519746763336802,0.0,0
0.475,1.1288378916846888,85.0,2.3300296943786156,0.8584266423463778,1.4716030520322378,1
0.475,1.1288378916846888,90.0,5.202640127851957,0.8608113440780352,4.341828783773922,1
